sample	reads
NAO-ONT-20250220-Zephyr11-09-div0011	6497
NAO-ONT-20250220-Zephyr11-09-div0012	7441
NAO-ONT-20250220-Zephyr11-09-div0013	11091
NAO-ONT-20250220-Zephyr11-09-div0014	7872
NAO-ONT-20250220-Zephyr11-09-div0015	10044
NAO-ONT-20250220-Zephyr11-09-div0016	8186
NAO-ONT-20250220-Zephyr11-09-div0017	5444
NAO-ONT-20250220-Zephyr11-09-div0018	8507
NAO-ONT-20250220-Zephyr11-09-div0019	6749
NAO-ONT-20250220-Zephyr11-09-div0020	5531
NAO-ONT-20250220-Zephyr11-09-div0021	8245
NAO-ONT-20250220-Zephyr11-09-div0022	9113
NAO-ONT-20250220-Zephyr11-09-div0023	9407
NAO-ONT-20250220-Zephyr11-09-div0024	7303
NAO-ONT-20250220-Zephyr11-09-div0025	5882
NAO-ONT-20250220-Zephyr11-09-div0026	5505
NAO-ONT-20250220-Zephyr11-09-div0027	8524
NAO-ONT-20250220-Zephyr11-09-div0028	7370
NAO-ONT-20250220-Zephyr11-09-div0029	7874
NAO-ONT-20250220-Zephyr11-09-div0030	5622
NAO-ONT-20250220-Zephyr11-09-div0031	5618
NAO-ONT-20250220-Zephyr11-09-div0032	10066
NAO-ONT-20250220-Zephyr11-09-div0033	6120
NAO-ONT-20250220-Zephyr11-09-div0034	10355
NAO-ONT-20250220-Zephyr11-09-div0035	5809
NAO-ONT-20250220-Zephyr11-09-div0036	8684
NAO-ONT-20250220-Zephyr11-09-div0037	10004
NAO-ONT-20250220-Zephyr11-09-div0038	6017
NAO-ONT-20250220-Zephyr11-09-div0039	7640
NAO-ONT-20250220-Zephyr11-09-div0040	10409
NAO-ONT-20250220-Zephyr11-09-div0041	9493
NAO-ONT-20250220-Zephyr11-09-div0042	12826
NAO-ONT-20250220-Zephyr11-09-div0043	4245
NAO-ONT-20250220-Zephyr11-09-div0044	6769
NAO-ONT-20250220-Zephyr11-09-div0045	9537
NAO-ONT-20250220-Zephyr11-09-div0046	8125
NAO-ONT-20250220-Zephyr11-10-div0001	16041
NAO-ONT-20250220-Zephyr11-10-div0002	2569
NAO-ONT-20250220-Zephyr11-10-div0003	7917
NAO-ONT-20250220-Zephyr11-10-div0004	12885
NAO-ONT-20250220-Zephyr11-10-div0005	10713
NAO-ONT-20250220-Zephyr11-10-div0006	4220
NAO-ONT-20250220-Zephyr11-10-div0007	19612
NAO-ONT-20250220-Zephyr11-10-div0008	18832
NAO-ONT-20250220-Zephyr11-10-div0009	11314
NAO-ONT-20250220-Zephyr11-10-div0010	12682
NAO-ONT-20250220-Zephyr11-10-div0011	11091
NAO-ONT-20250220-Zephyr11-10-div0012	12429
NAO-ONT-20250220-Zephyr11-10-div0013	19281
NAO-ONT-20250220-Zephyr11-10-div0014	13462
NAO-ONT-20250220-Zephyr11-10-div0015	16911
NAO-ONT-20250220-Zephyr11-10-div0016	13696
NAO-ONT-20250220-Zephyr11-10-div0017	9354
NAO-ONT-20250220-Zephyr11-10-div0018	14349
NAO-ONT-20250220-Zephyr11-10-div0019	11211
NAO-ONT-20250220-Zephyr11-10-div0020	9331
NAO-ONT-20250220-Zephyr11-10-div0021	14433
NAO-ONT-20250220-Zephyr11-10-div0022	15315
NAO-ONT-20250220-Zephyr11-10-div0023	15769
NAO-ONT-20250220-Zephyr11-10-div0024	12674
NAO-ONT-20250220-Zephyr11-10-div0025	9676
NAO-ONT-20250220-Zephyr11-10-div0026	9225
NAO-ONT-20250220-Zephyr11-10-div0027	14720
NAO-ONT-20250220-Zephyr11-10-div0028	12707
NAO-ONT-20250220-Zephyr11-10-div0029	13408
NAO-ONT-20250220-Zephyr11-10-div0030	9285
NAO-ONT-20250220-Zephyr11-10-div0031	9699
NAO-ONT-20250220-Zephyr11-10-div0032	17132
NAO-ONT-20250220-Zephyr11-10-div0033	10856
NAO-ONT-20250220-Zephyr11-10-div0034	17285
NAO-ONT-20250220-Zephyr11-10-div0035	9860
NAO-ONT-20250220-Zephyr11-10-div0036	14631
NAO-ONT-20250220-Zephyr11-10-div0037	16771
NAO-ONT-20250220-Zephyr11-10-div0038	10036
NAO-ONT-20250220-Zephyr11-10-div0039	13338
NAO-ONT-20250220-Zephyr11-10-div0040	17705
NAO-ONT-20250220-Zephyr11-10-div0041	16104
NAO-ONT-20250220-Zephyr11-10-div0042	22109
NAO-ONT-20250220-Zephyr11-10-div0043	7241
NAO-ONT-20250220-Zephyr11-10-div0044	11523
NAO-ONT-20250220-Zephyr11-10-div0045	16045
NAO-ONT-20250220-Zephyr11-10-div0046	13866
NAO-ONT-20250220-Zephyr11-11-div0001	7661
NAO-ONT-20250220-Zephyr11-11-div0002	1199
NAO-ONT-20250220-Zephyr11-11-div0003	3757
NAO-ONT-20250220-Zephyr11-11-div0004	6011
NAO-ONT-20250220-Zephyr11-11-div0005	5417
NAO-ONT-20250220-Zephyr11-11-div0006	2052
NAO-ONT-20250220-Zephyr11-11-div0007	8877
NAO-ONT-20250220-Zephyr11-11-div0008	8890
NAO-ONT-20250220-Zephyr11-11-div0009	5381
NAO-ONT-20250220-Zephyr11-11-div0010	6090
NAO-ONT-20250220-Zephyr11-11-div0011	5263
NAO-ONT-20250220-Zephyr11-11-div0012	5809
NAO-ONT-20250220-Zephyr11-11-div0013	9030
NAO-ONT-20250220-Zephyr11-11-div0014	6332
NAO-ONT-20250220-Zephyr11-11-div0015	8053
NAO-ONT-20250220-Zephyr11-11-div0016	6566
NAO-ONT-20250220-Zephyr11-11-div0017	4453
NAO-ONT-20250220-Zephyr11-11-div0018	6890
NAO-ONT-20250220-Zephyr11-11-div0019	5492
NAO-ONT-20250220-Zephyr11-11-div0020	4375
NAO-ONT-20250220-Zephyr11-11-div0021	6656
NAO-ONT-20250220-Zephyr11-11-div0022	7561
NAO-ONT-20250220-Zephyr11-11-div0023	7594
NAO-ONT-20250220-Zephyr11-11-div0024	6000
NAO-ONT-20250220-Zephyr11-11-div0025	4807
NAO-ONT-20250220-Zephyr11-11-div0026	4458
NAO-ONT-20250220-Zephyr11-11-div0027	7004
NAO-ONT-20250220-Zephyr11-11-div0028	6080
NAO-ONT-20250220-Zephyr11-11-div0029	6304
NAO-ONT-20250220-Zephyr11-11-div0030	4274
NAO-ONT-20250220-Zephyr11-11-div0031	4631
NAO-ONT-20250220-Zephyr11-11-div0032	8073
NAO-ONT-20250220-Zephyr11-11-div0033	4996
NAO-ONT-20250220-Zephyr11-11-div0034	8489
NAO-ONT-20250220-Zephyr11-11-div0035	4416
NAO-ONT-20250220-Zephyr11-11-div0036	6846
NAO-ONT-20250220-Zephyr11-11-div0037	8041
NAO-ONT-20250220-Zephyr11-11-div0038	4767
NAO-ONT-20250220-Zephyr11-11-div0039	6167
NAO-ONT-20250220-Zephyr11-11-div0040	8344
NAO-ONT-20250220-Zephyr11-11-div0041	7640
NAO-ONT-20250220-Zephyr11-11-div0042	10076
NAO-ONT-20250220-Zephyr11-11-div0043	3548
NAO-ONT-20250220-Zephyr11-11-div0044	5330
NAO-ONT-20250220-Zephyr11-11-div0045	7508
NAO-ONT-20250220-Zephyr11-11-div0046	6626
NAO-ONT-20250220-Zephyr11-12-div0001	6560
NAO-ONT-20250220-Zephyr11-12-div0002	1087
NAO-ONT-20250220-Zephyr11-12-div0003	3247
NAO-ONT-20250220-Zephyr11-12-div0004	5211
NAO-ONT-20250220-Zephyr11-12-div0005	4362
NAO-ONT-20250220-Zephyr11-12-div0006	1657
NAO-ONT-20250220-Zephyr11-12-div0007	7187
NAO-ONT-20250220-Zephyr11-12-div0008	7118
NAO-ONT-20250220-Zephyr11-12-div0009	4819
NAO-ONT-20250220-Zephyr11-12-div0010	5182
NAO-ONT-20250220-Zephyr11-12-div0011	4671
NAO-ONT-20250220-Zephyr11-12-div0012	5034
NAO-ONT-20250220-Zephyr11-12-div0013	7513
NAO-ONT-20250220-Zephyr11-12-div0014	5484
NAO-ONT-20250220-Zephyr11-12-div0015	7013
NAO-ONT-20250220-Zephyr11-12-div0016	5740
NAO-ONT-20250220-Zephyr11-12-div0017	3812
NAO-ONT-20250220-Zephyr11-12-div0018	5690
NAO-ONT-20250220-Zephyr11-12-div0019	4515
NAO-ONT-20250220-Zephyr11-12-div0020	3853
NAO-ONT-20250220-Zephyr11-12-div0021	5245
NAO-ONT-20250220-Zephyr11-12-div0022	6241
NAO-ONT-20250220-Zephyr11-12-div0023	6396
NAO-ONT-20250220-Zephyr11-12-div0024	5142
NAO-ONT-20250220-Zephyr11-12-div0025	4002
NAO-ONT-20250220-Zephyr11-12-div0026	3695
NAO-ONT-20250220-Zephyr11-12-div0027	5944
NAO-ONT-20250220-Zephyr11-12-div0028	5087
NAO-ONT-20250220-Zephyr11-12-div0029	5397
NAO-ONT-20250220-Zephyr11-12-div0030	3897
NAO-ONT-20250220-Zephyr11-12-div0031	3951
NAO-ONT-20250220-Zephyr11-12-div0032	6750
NAO-ONT-20250220-Zephyr11-12-div0033	4291
NAO-ONT-20250220-Zephyr11-12-div0034	7101
NAO-ONT-20250220-Zephyr11-12-div0035	4000
NAO-ONT-20250220-Zephyr11-12-div0036	5989
NAO-ONT-20250220-Zephyr11-12-div0037	6797
NAO-ONT-20250220-Zephyr11-12-div0038	4122
NAO-ONT-20250220-Zephyr11-12-div0039	5339
NAO-ONT-20250220-Zephyr11-12-div0040	7191
NAO-ONT-20250220-Zephyr11-12-div0041	6353
NAO-ONT-20250220-Zephyr11-12-div0042	8250
NAO-ONT-20250220-Zephyr11-12-div0043	2983
NAO-ONT-20250220-Zephyr11-12-div0044	4699
NAO-ONT-20250220-Zephyr11-12-div0045	6393
NAO-ONT-20250220-Zephyr11-12-div0046	5465
NAO-ONT-20250220-Zephyr11-13-div0001	3884
NAO-ONT-20250220-Zephyr11-13-div0002	667
NAO-ONT-20250220-Zephyr11-13-div0003	1934
NAO-ONT-20250220-Zephyr11-13-div0004	2963
NAO-ONT-20250220-Zephyr11-13-div0005	2506
NAO-ONT-20250220-Zephyr11-13-div0006	1022
NAO-ONT-20250220-Zephyr11-13-div0007	3698
NAO-ONT-20250220-Zephyr11-13-div0008	3835
NAO-ONT-20250220-Zephyr11-13-div0009	2845
NAO-ONT-20250220-Zephyr11-13-div0010	2984
NAO-ONT-20250220-Zephyr11-13-div0011	2518
NAO-ONT-20250220-Zephyr11-13-div0012	2933
NAO-ONT-20250220-Zephyr11-13-div0013	4097
NAO-ONT-20250220-Zephyr11-13-div0014	3306
NAO-ONT-20250220-Zephyr11-13-div0015	3885
NAO-ONT-20250220-Zephyr11-13-div0016	3292
NAO-ONT-20250220-Zephyr11-13-div0017	2293
NAO-ONT-20250220-Zephyr11-13-div0018	3177
NAO-ONT-20250220-Zephyr11-13-div0019	2637
NAO-ONT-20250220-Zephyr11-13-div0020	2301
NAO-ONT-20250220-Zephyr11-13-div0021	2740
NAO-ONT-20250220-Zephyr11-13-div0022	3641
NAO-ONT-20250220-Zephyr11-13-div0023	3534
NAO-ONT-20250220-Zephyr11-13-div0024	2880
NAO-ONT-20250220-Zephyr11-13-div0025	2270
NAO-ONT-20250220-Zephyr11-13-div0026	2241
NAO-ONT-20250220-Zephyr11-13-div0027	3543
NAO-ONT-20250220-Zephyr11-13-div0028	2989
NAO-ONT-20250220-Zephyr11-13-div0029	3262
NAO-ONT-20250220-Zephyr11-13-div0030	2287
NAO-ONT-20250220-Zephyr11-13-div0031	2278
NAO-ONT-20250220-Zephyr11-13-div0032	3570
NAO-ONT-20250220-Zephyr11-13-div0033	2603
NAO-ONT-20250220-Zephyr11-13-div0034	4002
NAO-ONT-20250220-Zephyr11-13-div0035	2411
NAO-ONT-20250220-Zephyr11-13-div0036	3331
NAO-ONT-20250220-Zephyr11-13-div0037	3760
NAO-ONT-20250220-Zephyr11-13-div0038	2376
NAO-ONT-20250220-Zephyr11-13-div0039	3180
NAO-ONT-20250220-Zephyr11-13-div0040	4112
NAO-ONT-20250220-Zephyr11-13-div0041	3514
NAO-ONT-20250220-Zephyr11-13-div0042	4506
NAO-ONT-20250220-Zephyr11-13-div0043	1690
NAO-ONT-20250220-Zephyr11-13-div0044	2706
NAO-ONT-20250220-Zephyr11-13-div0045	3615
NAO-ONT-20250220-Zephyr11-13-div0046	3111
NAO-ONT-20250226-Zephyr10-QC2-13-div0001	6990
NAO-ONT-20250226-Zephyr10-QC2-13-div0002	5136
NAO-ONT-20250226-Zephyr10-QC2-13-div0003	4861
NAO-ONT-20250226-Zephyr10-QC2-13-div0004	5454
NAO-ONT-20250226-Zephyr10-QC2-13-div0005	4658
NAO-ONT-20250226-Zephyr10-QC2-13-div0006	6588
NAO-ONT-20250226-Zephyr10-QC2-13-div0007	5574
NAO-ONT-20250226-Zephyr10-QC2-13-div0008	6141
NAO-ONT-20250226-Zephyr10-QC2-13-div0009	6731
NAO-ONT-20250226-Zephyr10-QC2-13-div0010	5213
NAO-ONT-20250226-Zephyr10-QC2-13-div0011	2980
NAO-ONT-20250226-Zephyr10-QC2-14-div0001	10134
NAO-ONT-20250226-Zephyr10-QC2-14-div0002	7713
NAO-ONT-20250226-Zephyr10-QC2-14-div0003	6990
NAO-ONT-20250226-Zephyr10-QC2-14-div0004	8083
NAO-ONT-20250226-Zephyr10-QC2-14-div0005	6831
NAO-ONT-20250226-Zephyr10-QC2-14-div0006	9680
NAO-ONT-20250226-Zephyr10-QC2-14-div0007	8418
NAO-ONT-20250226-Zephyr10-QC2-14-div0008	9150
NAO-ONT-20250226-Zephyr10-QC2-14-div0009	10340
NAO-ONT-20250226-Zephyr10-QC2-14-div0010	7788
NAO-ONT-20250226-Zephyr10-QC2-14-div0011	4439
NAO-ONT-20250226-Zephyr10-QC2-15-div0001	14961
NAO-ONT-20250226-Zephyr10-QC2-15-div0002	10874
NAO-ONT-20250226-Zephyr10-QC2-15-div0003	10149
NAO-ONT-20250226-Zephyr10-QC2-15-div0004	11421
NAO-ONT-20250226-Zephyr10-QC2-15-div0005	9924
NAO-ONT-20250226-Zephyr10-QC2-15-div0006	14100
NAO-ONT-20250226-Zephyr10-QC2-15-div0007	11950
NAO-ONT-20250226-Zephyr10-QC2-15-div0008	13036
NAO-ONT-20250226-Zephyr10-QC2-15-div0009	14662
NAO-ONT-20250226-Zephyr10-QC2-15-div0010	11034
NAO-ONT-20250226-Zephyr10-QC2-15-div0011	6437
NAO-ONT-20250313-Zephyr12-14-div0002	3530
NAO-ONT-20250313-Zephyr12-14-div0003	4664
NAO-ONT-20250313-Zephyr12-14-div0004	4371
NAO-ONT-20250313-Zephyr12-14-div0005	2170
NAO-ONT-20250313-Zephyr12-15-div0002	858
NAO-ONT-20250313-Zephyr12-15-div0003	1114
NAO-ONT-20250313-Zephyr12-15-div0004	1163
NAO-ONT-20250313-Zephyr12-15-div0005	521
NAO-ONT-20250313-Zephyr12-16-div0002	4675
NAO-ONT-20250313-Zephyr12-16-div0003	6093
NAO-ONT-20250313-Zephyr12-16-div0004	5945
NAO-ONT-20250313-Zephyr12-16-div0005	2635
NAO-ONT-20250313-Zephyr12-17-div0002	756
NAO-ONT-20250313-Zephyr12-17-div0003	958
NAO-ONT-20250313-Zephyr12-17-div0004	903
NAO-ONT-20250313-Zephyr12-17-div0005	453
NAO-ONT-20250313-Zephyr12-18-div0002	2367
NAO-ONT-20250313-Zephyr12-18-div0003	3078
NAO-ONT-20250313-Zephyr12-18-div0004	3164
NAO-ONT-20250313-Zephyr12-18-div0005	1410
NAO-ONT-20250313-Zephyr12-19-div0002	117624
NAO-ONT-20250313-Zephyr12-19-div0003	151849
NAO-ONT-20250313-Zephyr12-19-div0004	143542
NAO-ONT-20250313-Zephyr12-19-div0005	63588
NAO-ONT-20250313-Zephyr12-20-div0002	3032
NAO-ONT-20250313-Zephyr12-20-div0003	4232
NAO-ONT-20250313-Zephyr12-20-div0004	4127
NAO-ONT-20250313-Zephyr12-20-div0005	1745
NAO-ONT-20250313-Zephyr12-21-div0002	128080
NAO-ONT-20250313-Zephyr12-21-div0003	167310
NAO-ONT-20250313-Zephyr12-21-div0004	159904
NAO-ONT-20250313-Zephyr12-21-div0005	67070
NAO-ONT-20250328-Zephyr12b-14-div0001	2495
NAO-ONT-20250328-Zephyr12b-14-div0002	3561
NAO-ONT-20250328-Zephyr12b-14-div0003	4674
NAO-ONT-20250328-Zephyr12b-14-div0004	5599
NAO-ONT-20250328-Zephyr12b-14-div0005	5170
NAO-ONT-20250328-Zephyr12b-14-div0006	0
NAO-ONT-20250328-Zephyr12b-14-div0007	4850
NAO-ONT-20250328-Zephyr12b-14-div0008	4146
NAO-ONT-20250328-Zephyr12b-14-div0009	4273
NAO-ONT-20250328-Zephyr12b-14-div0010	3932
NAO-ONT-20250328-Zephyr12b-14-div0011	3248
NAO-ONT-20250328-Zephyr12b-14-div0012	3677
NAO-ONT-20250328-Zephyr12b-14-div0013	4743
NAO-ONT-20250328-Zephyr12b-14-div0014	3342
NAO-ONT-20250328-Zephyr12b-14-div0015	2969
NAO-ONT-20250328-Zephyr12b-14-div0016	3145
NAO-ONT-20250328-Zephyr12b-14-div0017	2678
NAO-ONT-20250328-Zephyr12b-14-div0018	2429
NAO-ONT-20250328-Zephyr12b-14-div0019	2574
NAO-ONT-20250328-Zephyr12b-14-div0020	2133
NAO-ONT-20250328-Zephyr12b-14-div0021	2424
NAO-ONT-20250328-Zephyr12b-14-div0022	2123
NAO-ONT-20250328-Zephyr12b-14-div0023	1762
NAO-ONT-20250328-Zephyr12b-14-div0024	4616
NAO-ONT-20250328-Zephyr12b-14-div0025	2022
NAO-ONT-20250328-Zephyr12b-14-div0026	0
NAO-ONT-20250328-Zephyr12b-14-div0027	1642
NAO-ONT-20250328-Zephyr12b-14-div0028	1741
NAO-ONT-20250328-Zephyr12b-14-div0029	0
NAO-ONT-20250328-Zephyr12b-14-div0030	1742
NAO-ONT-20250328-Zephyr12b-14-div0031	1400
NAO-ONT-20250328-Zephyr12b-14-div0032	0
NAO-ONT-20250328-Zephyr12b-14-div0033	1348
NAO-ONT-20250328-Zephyr12b-14-div0034	1023
NAO-ONT-20250328-Zephyr12b-14-div0035	1933
NAO-ONT-20250328-Zephyr12b-14-div0036	904
NAO-ONT-20250328-Zephyr12b-14-div0037	1123
NAO-ONT-20250328-Zephyr12b-14-div0038	942
NAO-ONT-20250328-Zephyr12b-14-div0039	1300
NAO-ONT-20250328-Zephyr12b-14-div0040	984
NAO-ONT-20250328-Zephyr12b-14-div0042	1049
NAO-ONT-20250328-Zephyr12b-14-div0043	823
NAO-ONT-20250328-Zephyr12b-14-div0045	781
NAO-ONT-20250328-Zephyr12b-14-div0047	801
NAO-ONT-20250328-Zephyr12b-14-div0048	848
NAO-ONT-20250328-Zephyr12b-14-div0051	0
NAO-ONT-20250328-Zephyr12b-14-div0052	874
NAO-ONT-20250328-Zephyr12b-14-div0053	826
NAO-ONT-20250328-Zephyr12b-14-div0057	3748
NAO-ONT-20250328-Zephyr12b-14-div0068	5210
NAO-ONT-20250328-Zephyr12b-14-div0072	5997
NAO-ONT-20250328-Zephyr12b-14-div0073	5461
NAO-ONT-20250328-Zephyr12b-15-div0001	907
NAO-ONT-20250328-Zephyr12b-15-div0002	1068
NAO-ONT-20250328-Zephyr12b-15-div0003	1019
NAO-ONT-20250328-Zephyr12b-15-div0004	1227
NAO-ONT-20250328-Zephyr12b-15-div0005	1208
NAO-ONT-20250328-Zephyr12b-15-div0006	957
NAO-ONT-20250328-Zephyr12b-15-div0007	1115
NAO-ONT-20250328-Zephyr12b-15-div0008	954
NAO-ONT-20250328-Zephyr12b-15-div0009	911
NAO-ONT-20250328-Zephyr12b-15-div0010	895
NAO-ONT-20250328-Zephyr12b-15-div0011	726
NAO-ONT-20250328-Zephyr12b-15-div0012	829
NAO-ONT-20250328-Zephyr12b-15-div0013	1340
NAO-ONT-20250328-Zephyr12b-15-div0014	701
NAO-ONT-20250328-Zephyr12b-15-div0015	666
NAO-ONT-20250328-Zephyr12b-15-div0016	736
NAO-ONT-20250328-Zephyr12b-15-div0017	610
NAO-ONT-20250328-Zephyr12b-15-div0018	542
NAO-ONT-20250328-Zephyr12b-15-div0019	555
NAO-ONT-20250328-Zephyr12b-15-div0024	1416
NAO-ONT-20250328-Zephyr12b-15-div0057	735
NAO-ONT-20250328-Zephyr12b-15-div0068	1204
NAO-ONT-20250328-Zephyr12b-15-div0072	0
NAO-ONT-20250328-Zephyr12b-15-div0073	1249
NAO-ONT-20250328-Zephyr12b-16-div0001	3248
NAO-ONT-20250328-Zephyr12b-16-div0002	4682
NAO-ONT-20250328-Zephyr12b-16-div0003	6146
NAO-ONT-20250328-Zephyr12b-16-div0004	7602
NAO-ONT-20250328-Zephyr12b-16-div0005	6963
NAO-ONT-20250328-Zephyr12b-16-div0006	5921
NAO-ONT-20250328-Zephyr12b-16-div0007	6572
NAO-ONT-20250328-Zephyr12b-16-div0008	5474
NAO-ONT-20250328-Zephyr12b-16-div0009	5589
NAO-ONT-20250328-Zephyr12b-16-div0010	0
NAO-ONT-20250328-Zephyr12b-16-div0011	4334
NAO-ONT-20250328-Zephyr12b-16-div0012	4880
NAO-ONT-20250328-Zephyr12b-16-div0013	6288
NAO-ONT-20250328-Zephyr12b-16-div0014	4361
NAO-ONT-20250328-Zephyr12b-16-div0015	3787
NAO-ONT-20250328-Zephyr12b-16-div0016	3927
NAO-ONT-20250328-Zephyr12b-16-div0017	3455
NAO-ONT-20250328-Zephyr12b-16-div0018	3201
NAO-ONT-20250328-Zephyr12b-16-div0019	3295
NAO-ONT-20250328-Zephyr12b-16-div0020	2672
NAO-ONT-20250328-Zephyr12b-16-div0021	3128
NAO-ONT-20250328-Zephyr12b-16-div0022	2705
NAO-ONT-20250328-Zephyr12b-16-div0023	2227
NAO-ONT-20250328-Zephyr12b-16-div0024	6258
NAO-ONT-20250328-Zephyr12b-16-div0025	2636
NAO-ONT-20250328-Zephyr12b-16-div0026	2164
NAO-ONT-20250328-Zephyr12b-16-div0027	2075
NAO-ONT-20250328-Zephyr12b-16-div0028	2163
NAO-ONT-20250328-Zephyr12b-16-div0029	1832
NAO-ONT-20250328-Zephyr12b-16-div0030	2014
NAO-ONT-20250328-Zephyr12b-16-div0031	1713
NAO-ONT-20250328-Zephyr12b-16-div0032	1318
NAO-ONT-20250328-Zephyr12b-16-div0033	1751
NAO-ONT-20250328-Zephyr12b-16-div0034	1305
NAO-ONT-20250328-Zephyr12b-16-div0035	2430
NAO-ONT-20250328-Zephyr12b-16-div0036	1177
NAO-ONT-20250328-Zephyr12b-16-div0037	1397
NAO-ONT-20250328-Zephyr12b-16-div0038	1152
NAO-ONT-20250328-Zephyr12b-16-div0039	1632
NAO-ONT-20250328-Zephyr12b-16-div0040	1224
NAO-ONT-20250328-Zephyr12b-16-div0041	1002
NAO-ONT-20250328-Zephyr12b-16-div0042	1279
NAO-ONT-20250328-Zephyr12b-16-div0043	1038
NAO-ONT-20250328-Zephyr12b-16-div0044	895
NAO-ONT-20250328-Zephyr12b-16-div0045	992
NAO-ONT-20250328-Zephyr12b-16-div0047	909
NAO-ONT-20250328-Zephyr12b-16-div0048	992
NAO-ONT-20250328-Zephyr12b-16-div0049	986
NAO-ONT-20250328-Zephyr12b-16-div0051	996
NAO-ONT-20250328-Zephyr12b-16-div0052	1050
NAO-ONT-20250328-Zephyr12b-16-div0053	1001
NAO-ONT-20250328-Zephyr12b-16-div0054	794
NAO-ONT-20250328-Zephyr12b-16-div0057	4974
NAO-ONT-20250328-Zephyr12b-16-div0058	876
NAO-ONT-20250328-Zephyr12b-16-div0059	770
NAO-ONT-20250328-Zephyr12b-16-div0060	866
NAO-ONT-20250328-Zephyr12b-16-div0063	792
NAO-ONT-20250328-Zephyr12b-16-div0068	7323
NAO-ONT-20250328-Zephyr12b-16-div0072	8275
NAO-ONT-20250328-Zephyr12b-16-div0073	7229
NAO-ONT-20250328-Zephyr12b-17-div0003	933
NAO-ONT-20250328-Zephyr12b-17-div0004	1110
NAO-ONT-20250328-Zephyr12b-17-div0005	971
NAO-ONT-20250328-Zephyr12b-17-div0006	836
NAO-ONT-20250328-Zephyr12b-17-div0007	935
NAO-ONT-20250328-Zephyr12b-17-div0008	779
NAO-ONT-20250328-Zephyr12b-17-div0009	784
NAO-ONT-20250328-Zephyr12b-17-div0013	1030
NAO-ONT-20250328-Zephyr12b-17-div0024	1047
NAO-ONT-20250328-Zephyr12b-17-div0068	941
NAO-ONT-20250328-Zephyr12b-17-div0072	1055
NAO-ONT-20250328-Zephyr12b-17-div0073	1109
NAO-ONT-20250328-Zephyr12b-18-div0001	1814
NAO-ONT-20250328-Zephyr12b-18-div0002	2453
NAO-ONT-20250328-Zephyr12b-18-div0003	2864
NAO-ONT-20250328-Zephyr12b-18-div0004	3712
NAO-ONT-20250328-Zephyr12b-18-div0005	3241
NAO-ONT-20250328-Zephyr12b-18-div0006	2853
NAO-ONT-20250328-Zephyr12b-18-div0007	0
NAO-ONT-20250328-Zephyr12b-18-div0008	2573
NAO-ONT-20250328-Zephyr12b-18-div0009	2622
NAO-ONT-20250328-Zephyr12b-18-div0010	2386
NAO-ONT-20250328-Zephyr12b-18-div0011	2050
NAO-ONT-20250328-Zephyr12b-18-div0012	2347
NAO-ONT-20250328-Zephyr12b-18-div0013	3222
NAO-ONT-20250328-Zephyr12b-18-div0014	2130
NAO-ONT-20250328-Zephyr12b-18-div0015	1891
NAO-ONT-20250328-Zephyr12b-18-div0016	1997
NAO-ONT-20250328-Zephyr12b-18-div0017	1735
NAO-ONT-20250328-Zephyr12b-18-div0018	1511
NAO-ONT-20250328-Zephyr12b-18-div0019	1655
NAO-ONT-20250328-Zephyr12b-18-div0020	1250
NAO-ONT-20250328-Zephyr12b-18-div0021	1542
NAO-ONT-20250328-Zephyr12b-18-div0022	1339
NAO-ONT-20250328-Zephyr12b-18-div0023	1086
NAO-ONT-20250328-Zephyr12b-18-div0024	3257
NAO-ONT-20250328-Zephyr12b-18-div0025	1324
NAO-ONT-20250328-Zephyr12b-18-div0026	1089
NAO-ONT-20250328-Zephyr12b-18-div0027	1049
NAO-ONT-20250328-Zephyr12b-18-div0028	1049
NAO-ONT-20250328-Zephyr12b-18-div0029	843
NAO-ONT-20250328-Zephyr12b-18-div0030	1050
NAO-ONT-20250328-Zephyr12b-18-div0031	829
NAO-ONT-20250328-Zephyr12b-18-div0033	838
NAO-ONT-20250328-Zephyr12b-18-div0035	1263
NAO-ONT-20250328-Zephyr12b-18-div0039	849
NAO-ONT-20250328-Zephyr12b-18-div0057	2284
NAO-ONT-20250328-Zephyr12b-18-div0068	3351
NAO-ONT-20250328-Zephyr12b-18-div0072	3966
NAO-ONT-20250328-Zephyr12b-18-div0073	3378
NAO-ONT-20250328-Zephyr12b-19-div0001	12771
NAO-ONT-20250328-Zephyr12b-19-div0002	9771
NAO-ONT-20250328-Zephyr12b-19-div0013	9067
NAO-ONT-20250328-Zephyr12b-19-div0024	7608
NAO-ONT-20250328-Zephyr12b-19-div0035	2879
NAO-ONT-20250328-Zephyr12b-20-div0001	2532
NAO-ONT-20250328-Zephyr12b-20-div0002	3452
NAO-ONT-20250328-Zephyr12b-20-div0003	3553
NAO-ONT-20250328-Zephyr12b-20-div0004	4514
NAO-ONT-20250328-Zephyr12b-20-div0005	4182
NAO-ONT-20250328-Zephyr12b-20-div0006	3428
NAO-ONT-20250328-Zephyr12b-20-div0007	3904
NAO-ONT-20250328-Zephyr12b-20-div0008	3106
NAO-ONT-20250328-Zephyr12b-20-div0009	3167
NAO-ONT-20250328-Zephyr12b-20-div0010	2887
NAO-ONT-20250328-Zephyr12b-20-div0011	2467
NAO-ONT-20250328-Zephyr12b-20-div0012	2771
NAO-ONT-20250328-Zephyr12b-20-div0013	4659
